age,income,F,M,O,user id,type 3,offers type 3,viewed type 3,completed type 3
67,77000.0,1,0,0,5cd6577aca5d4b419e452f9f505ffce7,22.28,1.0,1.0,1.0
58,85000.0,1,0,0,99e9a1916821461ebd5d5048dc2dff7d,14.16,2.0,2.0,1.0
46,36000.0,1,0,0,e528ceb341964128aaf58a59733ec2af,0.0,3.0,3.0,0.0
59,89000.0,0,1,0,0b73997a269247088b2a63355f53ee58,0.0,2.0,2.0,0.0
51,41000.0,0,1,0,f44b44b53c0548d5b27c812fda4c358a,0.0,3.0,2.0,0.0
27,35000.0,0,1,0,6e04a90a0e074496b5f229eb1f553433,3.46,2.0,1.0,1.0
73,91000.0,1,0,0,a2b7a0b3487a4d779ddf4e11a034e2ee,12.095,2.0,2.0,1.0
74,107000.0,1,0,0,2c5c63e5124e417b8504f76c868a4190,9.863333333333333,3.0,3.0,1.0
42,66000.0,0,1,0,9d6da0a2ac54474e8ec986fd21cecef0,17.53,1.0,1.0,1.0
54,53000.0,1,0,0,816afd4505d047cf893275fbfe825590,0.0,1.0,1.0,0.0
70,74000.0,1,0,0,13b7b2eccf664a329d83d2a238a9a11d,0.0,1.0,1.0,0.0
49,57000.0,1,0,0,68eee228713c429ebe1300155ad1fb33,19.96,1.0,1.0,1.0
62,57000.0,1,0,0,ffc6c9fbe34b4578911dcdf6745b4c74,0.0,2.0,1.0,0.0
64,70000.0,0,1,0,cbebad9819494b479dbf0c1207b4c0c5,16.25,3.0,3.0,3.0
89,87000.0,1,0,0,4264b1d027cc493281bba4f44bfedaca,7.41,2.0,2.0,1.0
73,51000.0,0,1,0,0ba6e2ad781c4429afd26cf0b35f2d11,0.45,2.0,1.0,1.0
50,93000.0,1,0,0,b5abc1e85be84f43937b4fca0ad238cb,11.375,2.0,2.0,1.0
45,54000.0,0,1,0,b19c8e7ac2ff40ae92b4fcf3247f8912,0.0,2.0,1.0,0.0
66,49000.0,0,1,0,21c73d53e2a74bb1b4dc172bff2b1aad,0.0,1.0,1.0,0.0
19,73000.0,1,0,0,1abeb816d9fa49b4b5b5ae51bc3d24c3,7.496666666666666,3.0,2.0,1.0
66,58000.0,1,0,0,92e07c49ee7448fca6e48df0c96e3eec,20.02,1.0,1.0,1.0
72,72000.0,1,0,0,f8aedd0cbea0419c806842b4265b82e5,23.125,2.0,2.0,2.0
76,63000.0,0,1,0,a9780228a1d04539afdee8b745e4be10,14.925,2.0,2.0,1.0
52,78000.0,0,1,0,94f14dcfedba47e18b7efca13dd7574b,14.57,2.0,1.0,1.0
39,60000.0,1,0,0,6d28f18e91324d358d69d1e4b01f1ace,19.11,1.0,1.0,1.0
45,44000.0,1,0,0,52f0bd64403f4958ab8fe9a6947c13c3,7.85,1.0,1.0,1.0
57,114000.0,1,0,0,93e67942586e43fb87d5ffb1ead8db41,20.72,1.0,1.0,1.0
18,47000.0,0,1,0,716a961d2afb4c1d8307522a8cbb4f07,4.37,2.0,2.0,1.0
53,96000.0,0,1,0,13033baa9d294c3c9165a00d71b72614,19.326666666666668,3.0,3.0,2.0
59,98000.0,1,0,0,15953663abf54181adf1fd4c39442b85,0.0,2.0,1.0,0.0
51,56000.0,1,0,0,1a353048b0884fc5a0afa27677ef1e80,0.0,1.0,1.0,0.0
64,37000.0,1,0,0,2cf5895bddf9467e878c6d51a622d5fb,3.99,1.0,1.0,1.0
64,66000.0,1,0,0,f35b342b24734da18a830bb9329a4fbd,10.42,1.0,1.0,1.0
83,46000.0,0,1,0,4c29d22467af4d7faa137c4eedd65340,0.0,1.0,1.0,0.0
26,71000.0,0,1,0,e997a086fc13446da2aa9070d98d191a,0.0,2.0,1.0,0.0
29,58000.0,1,0,0,17af917bb842480e925e49a8ca08c1f8,3.39,3.0,3.0,1.0
43,70000.0,0,1,0,bf8d7498eb32431ab3fedaa14b7d3a0d,0.0,2.0,1.0,0.0
89,65000.0,1,0,0,3dae0eadb47149b0b9b548d14548524b,15.405,2.0,2.0,2.0
49,79000.0,1,0,0,5404741ead9442bdbd4b9aa2273e85af,0.0,1.0,1.0,0.0
55,94000.0,1,0,0,b2f1cd155b864803ad8334cdf13c4bd2,24.55,1.0,1.0,1.0
66,60000.0,0,1,0,a2bd377c7ab74d93bbfd87f70043a9f8,3.86,2.0,1.0,1.0
69,87000.0,1,0,0,23f9e3baf42b43148fee9bbbc3530c7a,0.0,1.0,1.0,0.0
74,53000.0,0,1,0,8486e692a5f94d179d507eaca848ecbd,21.72,1.0,1.0,1.0
75,87000.0,1,0,0,49f22e86d2db41878778d70958dc744e,22.97,4.0,4.0,4.0
59,85000.0,1,0,0,28de174a5c854dd1be3187dc6edae45b,19.855,2.0,2.0,1.0
47,66000.0,0,1,0,a1eb338ccbca4cc88c9366939f16d819,15.56,1.0,1.0,1.0
20,69000.0,0,1,0,220a39cdfd6b41268c43a2e588fcb7e0,0.0,2.0,1.0,0.0
60,108000.0,0,1,0,0c89378f14804b42b6e63e4dc26e8d3e,15.485,2.0,2.0,1.0
65,61000.0,0,1,0,464d2302b99b46ad8eb3e42e1b849c24,2.065,2.0,2.0,1.0
33,43000.0,0,1,0,3f36bc1d5fc0499b9f96f62348f0f9b0,0.1575,4.0,1.0,1.0
49,59000.0,0,1,0,dbca75f289544e09836322ba2e104854,0.0,1.0,1.0,0.0
68,58000.0,0,1,0,c863af14b3654499b1caea5e640136d2,0.0,3.0,3.0,0.0
72,33000.0,0,1,0,1827da57bb924833a6f73c79b5f2bbc5,0.0,3.0,1.0,0.0
18,49000.0,1,0,0,721eb06ac285463aa6e1184e0ea9b7f0,0.70375,4.0,2.0,1.0
67,50000.0,0,1,0,0f54094029ca4107bfd36203aeb3ed14,4.725,2.0,2.0,1.0
52,42000.0,0,1,0,5f18c5754dc04baaa1267c823f877a85,0.0,4.0,1.0,0.0
60,77000.0,1,0,0,30fae86966114f6e83c3043b22b6b7c4,8.795,2.0,2.0,1.0
62,77000.0,1,0,0,fd700397b7c8440baa70d5539926c5a0,0.0,1.0,1.0,0.0
55,51000.0,1,0,0,4293153650e04742b310ac06cd3810e9,0.0,2.0,2.0,0.0
22,63000.0,0,1,0,2ce2e03319c7446ca9c379b4589da19b,0.0,1.0,1.0,0.0
34,41000.0,0,1,0,4d15a2a5ac134c58971b910b859bec24,4.05,2.0,1.0,1.0
46,60000.0,0,1,0,127cd9d95e6247e5b92bff64d6205a94,7.36,1.0,1.0,1.0
85,67000.0,0,1,0,4e233f02eff840c7a3e5ec15d55d7d23,3.6166666666666667,3.0,2.0,1.0
53,85000.0,1,0,0,8a37057f57c4495fb98dfcc8b909b09f,13.94,1.0,1.0,1.0
51,92000.0,0,1,0,11da2f066d3943699d10b61fd276fd1a,13.525,2.0,2.0,1.0
48,44000.0,0,1,0,21b02228cd4441b49bf0b5ff046f4b75,3.0100000000000002,3.0,2.0,2.0
52,72000.0,0,1,0,629fc02d56414d91bca360decdfa9288,10.716666666666667,3.0,3.0,2.0
42,62000.0,0,1,0,91dc71c4e9bd45b0861825c32f5ee8f9,0.0,4.0,1.0,0.0
68,107000.0,0,1,0,37155a5f4ff248529399c95472186879,7.420000000000001,3.0,2.0,1.0
77,66000.0,0,1,0,041fd7c6b796430a867c4e03d2ff8f4d,2.33,4.0,3.0,2.0
50,69000.0,1,0,0,348bdc19d65f49b8b98f72c59e64cd89,22.705,2.0,2.0,2.0
45,94000.0,0,1,0,c74beaa959a742309ba8350b7d472676,15.29,2.0,1.0,1.0
40,57000.0,0,1,0,8cc1a1bd309842bfaafd4483d994579b,18.45,1.0,1.0,1.0
52,63000.0,0,1,0,17c803219d1348d4a016691c947de0ed,0.0,2.0,1.0,0.0
57,89000.0,1,0,0,791ffe6d3dc848d2b233129a8096f7ab,19.153333333333332,3.0,3.0,2.0
68,69000.0,0,1,0,2204f8ff966f48db90246bd7b5918a7f,0.0,2.0,2.0,0.0
21,52000.0,0,1,0,0b9cac742f534951b5af48395dfe6879,0.0,2.0,1.0,0.0
61,44000.0,0,1,0,b818e955451b47db9fc8767fa45e464e,0.8975,4.0,3.0,1.0
58,54000.0,1,0,0,a9ecb39d93d74696a9d6ddd5355329ff,0.0,4.0,1.0,0.0
67,54000.0,1,0,0,0d18c37c8b58459f8aa6af2f7b541357,0.0,1.0,1.0,0.0
26,35000.0,0,1,0,3cea9c09fefb4c33ae2f0aa604af7eb4,0.0,3.0,1.0,0.0
71,105000.0,1,0,0,87efa556dd48400cb4231a273e088bcf,17.62,1.0,1.0,1.0
69,64000.0,1,0,0,4e4c47b460b1414c8ddd459b61f84b9e,23.55,1.0,1.0,1.0
81,93000.0,0,1,0,accec36a10704e1fbaeb9b28b8bc5da8,0.0,3.0,3.0,0.0
38,74000.0,0,1,0,1eed89c11cc749a4bb93d8cef032821d,644.11,1.0,1.0,1.0
52,92000.0,1,0,0,2d40e25b82b94b37bbad2332e90a1034,23.59,1.0,1.0,1.0
50,70000.0,0,1,0,9df2790f060d430e94f17189042e5671,21.1,1.0,1.0,1.0
82,73000.0,0,1,0,d2e88e95c0ae41c0980e4cfc10d162d8,1.8533333333333335,3.0,1.0,1.0
64,38000.0,0,1,0,aa4a681ea192401ab469b616f8fe6885,0.0,3.0,2.0,0.0
54,99000.0,1,0,0,ae40f2f496e84ed29e7638b0bccee9a4,23.38,1.0,1.0,1.0
82,72000.0,0,1,0,5a3d291f75984396b6eb2800206ec716,4.855,2.0,1.0,1.0
90,45000.0,0,1,0,bf2c086d4c4049289df1e0c8ea08f55c,0.0,2.0,2.0,0.0
34,67000.0,1,0,0,5b9c1a35c0144b6ab584e666dec7c531,0.0,1.0,1.0,0.0
79,106000.0,1,0,0,688e4f2487d44ad8bbcc0f96936f42d6,0.0,3.0,2.0,0.0
83,54000.0,0,1,0,32189735a963491082e35dd4c3221690,24.14,1.0,1.0,1.0
74,103000.0,1,0,0,4e5923e5deab4d5cb1624a0b1cc9909c,0.0,4.0,2.0,0.0
89,101000.0,0,1,0,2c5c71b7bfaa4e3e8088fc177e6e559b,30.43,1.0,1.0,1.0
68,62000.0,0,1,0,307245a5204947e5a9f952daffcad5f2,9.67,2.0,2.0,1.0
63,110000.0,1,0,0,eb834c09384149e88983526893d4d0cb,10.21,2.0,1.0,1.0
40,51000.0,1,0,0,f93884685d214230bbc7c5f46aef121f,0.0,2.0,2.0,0.0
79,99000.0,1,0,0,341276cb09ac42ad8473be091b52b082,0.0,1.0,1.0,0.0
76,114000.0,1,0,0,978d48db5c714a4490d904412f85b502,0.0,1.0,1.0,0.0
89,96000.0,0,1,0,2f442d5255324bbd9438b8a213544532,22.12,1.0,1.0,1.0
63,36000.0,0,1,0,044f41cfd98940119477d73c81f973a3,0.0,2.0,1.0,0.0
41,83000.0,0,1,0,031387fa9cfd47e88f4e4b4b4cb71925,0.0,4.0,4.0,0.0
71,56000.0,1,0,0,8c410d84af08408fb41f953c93ffac27,15.305,2.0,2.0,2.0
44,36000.0,0,1,0,09e7e40eb89943458f4f79fe2e023dd6,0.40199999999999997,5.0,3.0,1.0
25,73000.0,0,1,0,97b2476046874de3975e8feee95a1f98,5.37,1.0,1.0,1.0
67,106000.0,0,1,0,2a01c11fdcc441bcbdc842c35adccb2f,0.0,1.0,1.0,0.0
77,80000.0,1,0,0,78e9be059fce46a1b610f74e0e812a4a,12.905,2.0,2.0,1.0
68,66000.0,1,0,0,ad4fd34e9f7e4fd9ae627edd73ca2081,9.11,2.0,2.0,1.0
37,64000.0,0,1,0,0e4e14ea66044a9eaee0b5efbff6ca62,17.31,1.0,1.0,1.0
30,54000.0,0,1,0,c894971c9e414a358b84255199727636,7.37,3.0,3.0,1.0
51,54000.0,0,1,0,e277228d77a64ab896d6dd6d88f970d3,13.73,2.0,2.0,2.0
49,48000.0,0,1,0,6f04a68e93df44d1b2329a399016452b,3.2800000000000002,2.0,2.0,1.0
30,69000.0,0,1,0,ba9fb3e4a7084361914c1647d871d27e,26.27,1.0,1.0,1.0
47,86000.0,0,1,0,00c6035df45840038a72766c6d27a0db,14.280000000000001,2.0,2.0,2.0
75,69000.0,1,0,0,a97e6f33219c432db82acfa0d19c602d,15.96,2.0,2.0,2.0
76,71000.0,1,0,0,c6a2cd4fdc104ea5896ac60300f6842d,0.0,1.0,1.0,0.0
89,59000.0,1,0,0,4c0b938c4e994b168f0062d7dbb79796,8.39,1.0,1.0,1.0
58,70000.0,0,1,0,4de38d89a91c4286a583085d909817f9,2.3,2.0,1.0,1.0
23,49000.0,0,1,0,5ad59daa0d6b41f0a0c115443c1d8828,4.93,2.0,2.0,2.0
58,53000.0,0,1,0,2b91e3c00a424185ab261b2a204c9718,6.233333333333333,3.0,3.0,2.0
66,72000.0,1,0,0,fae3fbe975cc4421b853947d7448904e,11.57,2.0,2.0,1.0
43,71000.0,0,1,0,b21beefac7b6488f8384774c4d90faca,27.18,1.0,1.0,1.0
43,76000.0,0,1,0,cac7e2d5e1f444debdbebcb02a9d6d3d,21.89,1.0,1.0,1.0
69,118000.0,1,0,0,816f33d96b624c84a890f87694ac4172,0.0,1.0,1.0,0.0
60,94000.0,0,0,1,d0be9ff460964c3398a33ad9b2829f3a,250.07333333333335,3.0,3.0,2.0
81,70000.0,0,1,0,327d08559d564f13b6aaf681700c2e6e,21.064999999999998,2.0,2.0,2.0
42,91000.0,0,1,0,c610bd00615c41079c7a1a33f76d9228,23.66,1.0,1.0,1.0
55,54000.0,1,0,0,fbc039723b044dfd8a1723a976d667d9,14.11,3.0,3.0,3.0
65,39000.0,0,1,0,e1103f6b4c444f84b65f856738c0f60c,6.833333333333333,3.0,3.0,2.0
100,63000.0,1,0,0,24c1287eb7a84cfd80472a82e05b1d57,16.36,1.0,1.0,1.0
26,40000.0,1,0,0,a4579681ffca49cfbff6f5453a49bf76,5.775,2.0,1.0,1.0
56,53000.0,1,0,0,8a04ab4063e94628b5bbd86781639430,16.68,2.0,2.0,2.0
50,90000.0,0,1,0,393e6938e7eb46cb86bcb04f231efc0f,16.293333333333333,3.0,3.0,2.0
73,95000.0,0,1,0,62fb072537a647a89f99fb9ea66a7c00,0.0,2.0,1.0,0.0
49,74000.0,1,0,0,0acaa564f18b418ba642e2a4ff3e028d,0.0,1.0,1.0,0.0
37,50000.0,0,1,0,585fb2dc600d4a0f912d8911aba11203,11.716666666666667,3.0,3.0,2.0
65,57000.0,0,1,0,9b0e7b326e314b758369c2f794566eb3,11.125,2.0,2.0,2.0
64,81000.0,1,0,0,aec532a91d9948cb828cc657fa27fce2,16.43,1.0,1.0,1.0
48,53000.0,1,0,0,9c64321646bf40f6ad1bc98864eaa6b8,13.44,3.0,2.0,2.0
20,32000.0,0,1,0,4e6eb10de9744995be7496f5b1cc7bcf,2.92,2.0,1.0,1.0
24,69000.0,0,1,0,e08a264dc9a54efca07e1cf7e9b38480,3.29,2.0,1.0,1.0
71,95000.0,0,1,0,a4ac99af1b7f4344b734ac07592ab717,25.43,2.0,2.0,2.0
50,78000.0,1,0,0,f8362fcaa42248fca2a2a174951a954a,0.0,4.0,4.0,0.0
57,81000.0,1,0,0,b7658a8eab2f42668a9d66499b001e88,12.47,2.0,1.0,1.0
52,85000.0,0,1,0,a8719d4d305444579b2d2c1b777c3417,15.54,1.0,1.0,1.0
66,74000.0,1,0,0,f5e59835627a49a0b13c4183522225d4,28.38,1.0,1.0,1.0
66,87000.0,1,0,0,f970eafddcb34154aa4d646b4a71ca34,21.17,2.0,2.0,2.0
43,42000.0,0,1,0,9ef935700f384fefa0e1a34f92555abd,2.3025,4.0,1.0,1.0
73,38000.0,0,1,0,32fbf97e89274e8a935903f2ad095e1f,0.0,1.0,1.0,0.0
42,56000.0,1,0,0,68081ac19eae44ba99b47c8e1d4161a4,15.56,1.0,1.0,1.0
82,110000.0,0,1,0,b268f71b99b94e1485ed1ccd4c20007b,31.77,1.0,1.0,1.0
70,92000.0,1,0,0,01ef4c6618b64334a15914ff9963eaac,9.19,2.0,1.0,1.0
42,71000.0,1,0,0,7a7aece75d5347bd869fbcf707aea6b1,10.8,2.0,2.0,1.0
48,62000.0,0,1,0,8f7dd3b2afe14c078eb4f6e6fe4ba97d,0.0,1.0,1.0,0.0
53,93000.0,1,0,0,8b5ae6d6547745d5adae0b0828de3f7d,11.48,2.0,2.0,1.0
64,67000.0,0,1,0,66ccb31b29da4e9db3337fcfd5039c17,0.0,3.0,3.0,0.0
79,90000.0,0,1,0,dd0fe73d5e7b46e98304b1643394fe9e,16.72,1.0,1.0,1.0
45,88000.0,1,0,0,713a1ea744ee4267a741645078845eac,0.0,1.0,1.0,0.0
54,119000.0,1,0,0,01e8739670a042b3877f8e843bdf55a7,0.0,1.0,1.0,0.0
52,48000.0,0,1,0,5e97488a58c641ea8ecb05a8e27fddc4,0.0,2.0,1.0,0.0
69,47000.0,0,1,0,bb9cf26ad43044a3b0dd90c22bbd05d1,2.345,2.0,1.0,1.0
73,92000.0,0,1,0,0861b9ca31b741bb8b411b18f82d18f6,21.36,1.0,1.0,1.0
67,71000.0,1,0,0,eefbc1aac05142aeb0ce661d3a19ae48,0.0,2.0,1.0,0.0
76,34000.0,1,0,0,cc40aaa447054294a86c75d79881e35a,0.0,3.0,1.0,0.0
55,53000.0,1,0,0,c34eaeb9e68248c382e4483328bb9867,11.82,1.0,1.0,1.0
89,83000.0,1,0,0,69b02748e2864894b9a425d079d806ca,0.0,1.0,1.0,0.0
57,41000.0,0,1,0,717a423a31284ce1b767cad1c471d968,7.4,1.0,1.0,1.0
54,70000.0,1,0,0,ca900921cfdd4b11a432df6f46a3e26d,0.0,1.0,1.0,0.0
49,39000.0,0,1,0,1e78f244cac34e758dff086f30dbc1be,0.0,3.0,3.0,0.0
73,79000.0,1,0,0,07ebe89c877e4328b60f4e5676452ee1,24.02,1.0,1.0,1.0
58,76000.0,1,0,0,371d6b3a983547709252bbbcbedda147,15.88,2.0,1.0,1.0
51,70000.0,0,1,0,ea8a1cb1c56e42e4807e9ec27b95b97b,0.0,3.0,2.0,0.0
74,78000.0,0,1,0,709189c4727342a782cd28ad41c1b316,9.88,2.0,1.0,1.0
53,95000.0,0,1,0,c0f9e4bb1f3a4d30a34f5a835b2c97ea,21.78,2.0,2.0,2.0
41,55000.0,0,1,0,acc3bb69130c45aca141e8aa86f41b42,0.0,1.0,1.0,0.0
64,95000.0,1,0,0,8899cbcaf33d4e4d87a3f761b5ff8cf2,7.08,2.0,1.0,1.0
42,75000.0,0,1,0,cda87c53c8434854b78be68c0cde4848,26.96,1.0,1.0,1.0
50,57000.0,0,1,0,be2b393781594f4da055ef99b4d95e48,8.005,2.0,2.0,1.0
60,56000.0,0,1,0,e8f6590b4991479eb898457e8ebf4890,0.0,2.0,2.0,0.0
39,54000.0,1,0,0,a0f63f6e1285445dbbdcc5d4943c843f,15.865,2.0,2.0,2.0
57,67000.0,1,0,0,b3ad8755d0ac47faa6e9c10954fec6a4,26.12,1.0,1.0,1.0
57,71000.0,0,1,0,fe23d94e175742209abf65cfbc684153,19.56,1.0,1.0,1.0
68,51000.0,0,1,0,4c51ba3886b84781996ca15d42af505d,6.95,1.0,1.0,1.0
35,72000.0,1,0,0,ee8eccee44354ee38eea7b4704514136,14.32,1.0,1.0,1.0
56,72000.0,0,1,0,1e917541b9324d93bde2bf5ec7ee21a7,5.78,2.0,1.0,1.0
84,81000.0,0,1,0,4786c65ce3d944c09d1562bf9363541a,0.0,1.0,1.0,0.0
62,39000.0,0,1,0,a7456960b600412fa516433d4821361c,0.0,1.0,1.0,0.0
63,58000.0,0,1,0,ce9ccae3451247fc98667ef67857b116,12.485,2.0,2.0,2.0
67,56000.0,0,1,0,62274260252f4b04962ec2f85295b447,13.19,1.0,1.0,1.0
68,50000.0,1,0,0,4c1c14245a1f4b138ae662fe2243342f,20.049999999999997,2.0,2.0,2.0
40,39000.0,0,1,0,508e507b462a4f6cb3dd48bcd3118521,5.415,2.0,1.0,1.0
83,61000.0,0,1,0,e3cd0a0e1af5463d9cc4d18e4b7b8b63,17.76,1.0,1.0,1.0
59,59000.0,1,0,0,0e72fad934a74c2c97a98c525d64f738,10.415,2.0,2.0,2.0
49,42000.0,0,0,1,0d0a9ca9281248a8a35806c9ae68f872,14.360000000000001,2.0,2.0,2.0
61,99000.0,1,0,0,d11e7279219b418eb0133758d88ee285,41.56,1.0,1.0,1.0
58,36000.0,0,1,0,90a221d6183c49d68dd6b2d17e67b2ba,0.0,2.0,1.0,0.0
48,44000.0,1,0,0,b3a5a87d9e1d4bc48f38945c8f4d5a2a,12.14,1.0,1.0,1.0
35,64000.0,0,1,0,027596e6ed19471392923eb833b25fd3,2.995,2.0,1.0,1.0
36,31000.0,0,1,0,f5b84c63d6514f02bed8258e627f172d,0.0,1.0,1.0,0.0
41,100000.0,1,0,0,5084c3bf96464d63bc54f298ce45aef0,25.13,1.0,1.0,1.0
83,73000.0,1,0,0,0872d0fa41104fcaaf143ddc1b81a420,23.035,2.0,2.0,2.0
53,87000.0,0,1,0,4cbe33c601a5407f8202086565c55111,31.72,1.0,1.0,1.0
53,97000.0,1,0,0,63682fd0e2454fe098a3aad2c76e0054,0.0,1.0,1.0,0.0
80,48000.0,1,0,0,85727ebd2e324b60839c149682294ba7,14.38,1.0,1.0,1.0
25,66000.0,0,1,0,4cce01bbc3d742c994f654f8c1ecd6b4,0.42,2.0,1.0,1.0
43,59000.0,0,1,0,e262142cfb3f4c87ab26ba7dd09562aa,0.9175,4.0,2.0,1.0
59,59000.0,0,1,0,1e90d5a75b1d47e6ac495c37399705da,14.46,1.0,1.0,1.0
63,70000.0,1,0,0,b432b74402bb4981a4651c8df1670365,0.0,3.0,2.0,0.0
42,94000.0,0,1,0,d6e40d21be454a08853aeafbd3532647,28.69,1.0,1.0,1.0
52,57000.0,1,0,0,b6874ec74838469482e7bcce0251acdd,1.76,2.0,1.0,1.0
56,59000.0,1,0,0,16ed3ce3996c4f729d597126b8200203,15.69,1.0,1.0,1.0
80,87000.0,0,1,0,79d6e0ec46a8486a9df7b24552be074b,0.0,2.0,1.0,0.0
43,52000.0,0,1,0,dce9bfaf37e64b75b5c40866cfe71c80,0.0,2.0,2.0,0.0
54,70000.0,0,1,0,09e73eeb14874fe69467f8c123091f50,0.0,1.0,1.0,0.0
28,73000.0,0,1,0,42e511d82add46d4b0038ab71015f1b5,4.859999999999999,2.0,2.0,2.0
57,95000.0,1,0,0,f26062d4f14f464eb345f487f0e912d4,21.24,1.0,1.0,1.0
71,67000.0,0,1,0,3f297d8938564fdbbcd73db63bc8ce54,0.0,2.0,1.0,0.0
64,112000.0,1,0,0,cffd46a4ad444357a62f3929cd07a072,29.47,1.0,1.0,1.0
36,58000.0,1,0,0,55c69bafc66d4bf6a7df7f1f752c1b38,13.89,1.0,1.0,1.0
67,89000.0,0,1,0,6e43570e4517416cb3bcadd49d3da70f,24.105,2.0,2.0,2.0
72,81000.0,1,0,0,5fc96150a4994e3c982e723d06d35e8b,27.12,1.0,1.0,1.0
53,60000.0,0,1,0,bf60d102f38c4f2aacb09c2df487b7fc,0.0,2.0,1.0,0.0
25,53000.0,0,1,0,75da3f6ef64b4bdebc1045dfa2bbb546,0.0,1.0,1.0,0.0
79,85000.0,1,0,0,3115295d227b45ba918d691687350672,16.16,2.0,2.0,2.0
19,32000.0,0,1,0,80712efd45a84787b08074798ac40429,0.0,3.0,3.0,0.0
28,49000.0,1,0,0,30333ea9ee1e4405adf1b5c54dd60553,0.0,3.0,1.0,0.0
56,76000.0,0,1,0,bb0f25e23a4c4de6a645527c275cd594,12.59,2.0,2.0,1.0
25,40000.0,0,1,0,76919022666747ffb747b52151ba992b,1.82,1.0,1.0,1.0
41,37000.0,1,0,0,597bcbdab11c4236aaf895ca94d9aa60,7.455,2.0,2.0,2.0
