age,income,F,M,O,user id,type 2,offers type 2,viewed type 2,completed type 2
47,92000.0,1,0,0,f20277feaaca40b1ae9295a1d897fcb8,0.0,1.0,1.0,0.0
49,48000.0,0,1,0,6f04a68e93df44d1b2329a399016452b,0.0,2.0,1.0,0.0
32,38000.0,0,1,0,27aa749a6f5f448e91327028a2ac7fb5,11.114999999999998,2.0,2.0,0.0
30,69000.0,0,1,0,ba9fb3e4a7084361914c1647d871d27e,29.0,1.0,1.0,0.0
47,86000.0,0,1,0,00c6035df45840038a72766c6d27a0db,23.07,1.0,1.0,0.0
34,34000.0,0,1,0,fffad4f4828548d1b5583907f2e9906b,5.63,1.0,1.0,0.0
85,71000.0,1,0,0,50fb5c0c6b1b4f43bd5f4a818dddb513,24.895,4.0,1.0,0.0
75,69000.0,1,0,0,a97e6f33219c432db82acfa0d19c602d,18.59,1.0,1.0,0.0
89,59000.0,1,0,0,4c0b938c4e994b168f0062d7dbb79796,21.43,1.0,1.0,0.0
23,49000.0,0,1,0,5ad59daa0d6b41f0a0c115443c1d8828,4.66,2.0,2.0,0.0
58,53000.0,0,1,0,2b91e3c00a424185ab261b2a204c9718,11.45,1.0,1.0,0.0
72,39000.0,0,1,0,da6c95e567f94dfdb54c16073807fcfe,9.15,1.0,1.0,0.0
43,76000.0,0,1,0,cac7e2d5e1f444debdbebcb02a9d6d3d,9.755,2.0,2.0,0.0
56,87000.0,1,0,0,203831402e2b49a8bf1fa35263f17165,18.71,1.0,1.0,0.0
69,118000.0,1,0,0,816f33d96b624c84a890f87694ac4172,23.34,1.0,1.0,0.0
81,70000.0,0,1,0,327d08559d564f13b6aaf681700c2e6e,21.01,1.0,1.0,0.0
75,71000.0,0,1,0,716cff13fcd44dc2a96c138950dc48bd,5.6,1.0,1.0,0.0
30,40000.0,1,0,0,2c3a4de659584bed8d27cfd865f06928,5.79,1.0,1.0,0.0
74,75000.0,1,0,0,28416e7d96d746fb9c1fb8223d9e4914,0.0,1.0,1.0,0.0
100,63000.0,1,0,0,24c1287eb7a84cfd80472a82e05b1d57,15.975,2.0,2.0,0.0
50,90000.0,0,1,0,393e6938e7eb46cb86bcb04f231efc0f,0.0,1.0,1.0,0.0
49,74000.0,1,0,0,0acaa564f18b418ba642e2a4ff3e028d,0.0,1.0,1.0,0.0
65,57000.0,0,1,0,9b0e7b326e314b758369c2f794566eb3,18.990000000000002,2.0,2.0,0.0
64,81000.0,1,0,0,aec532a91d9948cb828cc657fa27fce2,21.91,1.0,1.0,0.0
20,32000.0,0,1,0,4e6eb10de9744995be7496f5b1cc7bcf,8.02,1.0,1.0,0.0
46,40000.0,0,1,0,e89dce9d75634dc5bf1df0a0cea0f316,12.45,1.0,1.0,0.0
71,95000.0,0,1,0,a4ac99af1b7f4344b734ac07592ab717,14.725,2.0,2.0,0.0
41,41000.0,0,1,0,bd215efd787d4305a006a56154fbcb67,3.495,2.0,2.0,0.0
66,87000.0,1,0,0,f970eafddcb34154aa4d646b4a71ca34,18.65,1.0,1.0,0.0
43,42000.0,0,1,0,9ef935700f384fefa0e1a34f92555abd,1.23,1.0,1.0,0.0
73,38000.0,0,1,0,32fbf97e89274e8a935903f2ad095e1f,7.62,1.0,1.0,0.0
42,56000.0,1,0,0,68081ac19eae44ba99b47c8e1d4161a4,14.85,1.0,1.0,0.0
82,110000.0,0,1,0,b268f71b99b94e1485ed1ccd4c20007b,16.1175,4.0,4.0,0.0
48,62000.0,0,1,0,8f7dd3b2afe14c078eb4f6e6fe4ba97d,9.99,1.0,1.0,0.0
51,55000.0,0,1,0,b0be9b4679204f82b937260a08e54eb0,1.18,1.0,1.0,0.0
45,88000.0,1,0,0,713a1ea744ee4267a741645078845eac,0.0,2.0,1.0,0.0
54,119000.0,1,0,0,01e8739670a042b3877f8e843bdf55a7,9.855,2.0,1.0,0.0
69,47000.0,0,1,0,bb9cf26ad43044a3b0dd90c22bbd05d1,4.85,1.0,1.0,0.0
73,92000.0,0,1,0,0861b9ca31b741bb8b411b18f82d18f6,28.49,1.0,1.0,0.0
55,53000.0,1,0,0,c34eaeb9e68248c382e4483328bb9867,10.985000000000001,2.0,1.0,0.0
89,83000.0,1,0,0,69b02748e2864894b9a425d079d806ca,0.0,1.0,1.0,0.0
58,73000.0,0,1,0,b4a4a6b9648a45baa15f438ffb5565e9,5.965,2.0,1.0,0.0
73,79000.0,1,0,0,07ebe89c877e4328b60f4e5676452ee1,3.9266666666666663,3.0,1.0,0.0
51,70000.0,0,1,0,ea8a1cb1c56e42e4807e9ec27b95b97b,4.87,1.0,1.0,0.0
41,55000.0,0,1,0,acc3bb69130c45aca141e8aa86f41b42,0.0,1.0,1.0,0.0
64,95000.0,1,0,0,8899cbcaf33d4e4d87a3f761b5ff8cf2,34.03,1.0,1.0,0.0
42,75000.0,0,1,0,cda87c53c8434854b78be68c0cde4848,15.973333333333334,3.0,3.0,0.0
50,57000.0,0,1,0,be2b393781594f4da055ef99b4d95e48,6.53,2.0,1.0,0.0
57,83000.0,1,0,0,7da4476ec7234c0fa8f05d2336669212,16.82,1.0,1.0,0.0
39,54000.0,1,0,0,a0f63f6e1285445dbbdcc5d4943c843f,17.68,1.0,1.0,0.0
57,71000.0,0,1,0,fe23d94e175742209abf65cfbc684153,7.39,2.0,1.0,0.0
35,72000.0,1,0,0,ee8eccee44354ee38eea7b4704514136,0.0,1.0,1.0,0.0
90,72000.0,1,0,0,58ad7189fe54463fa221873e553f3173,0.0,1.0,1.0,0.0
56,72000.0,0,1,0,1e917541b9324d93bde2bf5ec7ee21a7,0.935,2.0,1.0,0.0
84,81000.0,0,1,0,4786c65ce3d944c09d1562bf9363541a,0.0,1.0,1.0,0.0
62,39000.0,0,1,0,a7456960b600412fa516433d4821361c,1.205,2.0,1.0,0.0
68,50000.0,1,0,0,4c1c14245a1f4b138ae662fe2243342f,0.0,1.0,1.0,0.0
83,61000.0,0,1,0,e3cd0a0e1af5463d9cc4d18e4b7b8b63,4.96,2.0,2.0,0.0
63,41000.0,1,0,0,9ddafd9acd6e441a8ebf8845e2ac5319,7.72,1.0,1.0,0.0
59,59000.0,1,0,0,0e72fad934a74c2c97a98c525d64f738,17.34,1.0,1.0,0.0
61,99000.0,1,0,0,d11e7279219b418eb0133758d88ee285,13.465,2.0,2.0,0.0
42,57000.0,0,1,0,6be0513109fe4d738e2af7fb252fefb7,12.77,1.0,1.0,0.0
36,31000.0,0,1,0,f5b84c63d6514f02bed8258e627f172d,8.07,1.0,1.0,0.0
53,87000.0,0,1,0,4cbe33c601a5407f8202086565c55111,36.19,1.0,1.0,0.0
80,48000.0,1,0,0,85727ebd2e324b60839c149682294ba7,0.0,1.0,1.0,0.0
25,66000.0,0,1,0,4cce01bbc3d742c994f654f8c1ecd6b4,1.5999999999999999,2.0,2.0,0.0
63,119000.0,0,1,0,b330ad2e97ca455badff7121614b225d,0.0,1.0,1.0,0.0
63,66000.0,1,0,0,611846bccd6b4c35ba48ed6b165b2c2d,11.54,2.0,2.0,0.0
56,109000.0,1,0,0,06b99e8cc24b426f8a578c749974b88a,38.94,1.0,1.0,0.0
58,58000.0,1,0,0,78364f0145d342c2bd44a169cfb9c332,4.413333333333333,3.0,1.0,0.0
42,94000.0,0,1,0,d6e40d21be454a08853aeafbd3532647,29.495,2.0,2.0,0.0
52,57000.0,1,0,0,b6874ec74838469482e7bcce0251acdd,1.2133333333333336,3.0,2.0,0.0
57,37000.0,1,0,0,a04fcfd571034456aaa6d56c0a3fd9b6,8.35,1.0,1.0,0.0
43,52000.0,0,1,0,dce9bfaf37e64b75b5c40866cfe71c80,8.485,2.0,2.0,0.0
71,67000.0,0,1,0,3f297d8938564fdbbcd73db63bc8ce54,0.87,3.0,3.0,0.0
64,112000.0,1,0,0,cffd46a4ad444357a62f3929cd07a072,12.34,2.0,1.0,0.0
36,58000.0,1,0,0,55c69bafc66d4bf6a7df7f1f752c1b38,2.65,2.0,2.0,0.0
45,99000.0,1,0,0,b427c95a76904412885fa43e1b6db748,21.44,1.0,1.0,0.0
71,65000.0,0,1,0,aec66f67b80548d29897b26f83d139de,2.456666666666667,3.0,3.0,0.0
67,89000.0,0,1,0,6e43570e4517416cb3bcadd49d3da70f,8.32,2.0,2.0,0.0
72,81000.0,1,0,0,5fc96150a4994e3c982e723d06d35e8b,0.0,2.0,1.0,0.0
51,100000.0,0,1,0,227f2d69e46a4899b70d48182822cff6,0.0,1.0,1.0,0.0
19,32000.0,0,1,0,80712efd45a84787b08074798ac40429,1.86,2.0,1.0,0.0
28,49000.0,1,0,0,30333ea9ee1e4405adf1b5c54dd60553,0.0,1.0,1.0,0.0
61,78000.0,1,0,0,4866a2c8fedd46b98dc2c695f8cc5840,10.106666666666667,3.0,2.0,0.0
41,37000.0,1,0,0,597bcbdab11c4236aaf895ca94d9aa60,0.0,1.0,1.0,0.0
62,61000.0,0,1,0,fc41f98eaccc4c6e9ba3d3361714c527,9.22,2.0,2.0,0.0
66,71000.0,0,1,0,3f244f4dea654688ace14acb4f0257bb,7.87,1.0,1.0,0.0
62,70000.0,0,1,0,05dedca5b2034055a64979a2c28b3477,16.44,1.0,1.0,0.0
83,88000.0,0,1,0,93893ec00b5346228088f867e6164b1e,18.793333333333333,3.0,2.0,0.0
43,58000.0,0,1,0,ff298e06fee240039dfd761a0a2ea25e,0.0,2.0,1.0,0.0
66,94000.0,1,0,0,eaaa456d803e49798017100b16fda6c5,0.0,2.0,1.0,0.0
63,78000.0,0,1,0,b65eaba56d124588aed15c484db427a8,0.0,2.0,2.0,0.0
61,87000.0,1,0,0,5979ee1e3e744c98afd9f72d9be32546,31.77,1.0,1.0,0.0
69,62000.0,0,1,0,7170e85765bb4fd580035c6469620252,0.0,1.0,1.0,0.0
83,99000.0,1,0,0,1ccdd48ea41247248269cb0c5805ca12,0.0,1.0,1.0,0.0
58,55000.0,0,1,0,4051d8962dfd4b39ab77d39f6440ccb8,13.95,1.0,1.0,0.0
60,55000.0,1,0,0,87cef380122f4b21bd8b60979340eb2b,8.4,1.0,1.0,0.0
48,57000.0,0,1,0,580282318a424572b41b1ad3516eb976,5.5,2.0,2.0,0.0
50,110000.0,0,1,0,3c1242f9a15a402a98184fb10cb766b3,12.7,2.0,1.0,0.0
59,87000.0,0,1,0,86cd0fa338aa4d73a57d55c3801d7f2a,0.0,1.0,1.0,0.0
52,56000.0,0,1,0,903101be9bd74ab7b84486358464ad93,3.005,2.0,2.0,0.0
78,39000.0,0,1,0,5cd3b3a0e5284df1adf8cca2f59ed28f,0.79,1.0,1.0,0.0
43,40000.0,0,1,0,9c48c9b259b042f2b7cebe52df7fc36b,5.859999999999999,2.0,2.0,0.0
68,61000.0,0,1,0,0a5431e766764fc09ef2e123c930b212,2.6833333333333336,3.0,1.0,0.0
74,99000.0,0,1,0,3004ddb762fe4b399a1839a648568095,0.0,1.0,1.0,0.0
53,98000.0,1,0,0,dbb7655f713f4c2a8a64dc776356c08b,18.156666666666666,3.0,3.0,0.0
61,67000.0,1,0,0,d5f5fd09f88541658e616b46df7f6576,24.3,1.0,1.0,0.0
51,78000.0,0,1,0,f6581b347e914638a6e04e3a5285a31d,0.0,2.0,1.0,0.0
79,91000.0,1,0,0,50429444a86a4298a64522417070096b,22.93,1.0,1.0,0.0
41,41000.0,0,1,0,ab1ceb3bfc0b47f0b24685f94542aa05,2.7100000000000004,3.0,2.0,0.0
60,78000.0,1,0,0,cb4a0508e95e41b8a57c59d69a20f06d,0.0,1.0,1.0,0.0
54,47000.0,1,0,0,f50ee71f3a3c4d169237ae56e44d13c7,14.925,2.0,2.0,0.0
73,76000.0,0,1,0,af15533a5b1a42a98e767fc9103e325c,11.78,2.0,2.0,0.0
84,82000.0,0,1,0,3db2add6525849fe9232085feda62d60,12.21,1.0,1.0,0.0
20,56000.0,0,1,0,b6859fb6765f401882193edfe8b76360,1.8566666666666667,3.0,2.0,0.0
24,35000.0,1,0,0,c80e5ece0bfc4cec9e2116935adc3958,1.1400000000000001,1.0,1.0,0.0
58,71000.0,1,0,0,fcb6487bac7f4427ac8c7f648adfb4e2,21.625,2.0,2.0,0.0
57,33000.0,0,1,0,05ad6da25fcf4ea483562a4233cc345f,3.0,1.0,1.0,0.0
87,55000.0,0,1,0,93534b7c68e44474a67b2c41fe95ecaa,1.85,1.0,1.0,0.0
57,100000.0,1,0,0,f92d608f58bf40178cc3c9568750c559,6.59,3.0,2.0,0.0
25,53000.0,0,1,0,662f3247f37c4ae7a2abb8f6e266a633,0.0,1.0,1.0,0.0
94,50000.0,0,1,0,00bbce6533f44ddeaf4dd32bcab55441,12.06,1.0,1.0,0.0
59,61000.0,0,1,0,e54b14de96bb4166bf1db3919de76f1b,16.18,1.0,1.0,0.0
49,73000.0,1,0,0,c75b0d5cf82a494b970d0d6d4445ffa0,0.0,1.0,1.0,0.0
62,117000.0,1,0,0,a453d70e85fd493f9584570a3dae58a8,0.0,1.0,1.0,0.0
26,52000.0,1,0,0,fe02a12cef324b44af769a3710e7f8fd,9.457500000000001,4.0,2.0,0.0
50,77000.0,1,0,0,a8f4008479514225845105e0fb4e30ca,22.76,1.0,1.0,0.0
88,64000.0,1,0,0,2be977c63b8a41ffa2d6138f692cd7b7,21.53,1.0,1.0,0.0
65,119000.0,1,0,0,9aba5058cb4f483da896335a1479a944,31.08,1.0,1.0,0.0
71,95000.0,0,1,0,7e527b19f70b4aeeb1e99ed78aca1598,16.823333333333334,3.0,3.0,0.0
34,46000.0,1,0,0,8c0d71b9f13b4906a7be84a55cc57e27,3.42,2.0,2.0,0.0
73,58000.0,0,1,0,2956c29de4bb442cb1959389dfc541ca,0.0,1.0,1.0,0.0
55,62000.0,1,0,0,6ec36134940f43aeb43cffa2011a6d26,0.0,1.0,1.0,0.0
56,69000.0,0,1,0,0b86e2ad1f2140db8dc4db1b71e1e73a,0.0,1.0,1.0,0.0
65,119000.0,1,0,0,440244d2fe344c3c99478e7aefc1facd,42.0,1.0,1.0,0.0
73,88000.0,0,0,1,644ac06dc9b34a5bbd237a465cf47571,0.0,1.0,1.0,0.0
19,73000.0,0,1,0,4c4f170b362f4e539e89251a27cb37cc,23.89,2.0,2.0,0.0
37,59000.0,0,1,0,dbb37c0caad54f4a979a8121de79d0a2,11.39,2.0,2.0,0.0
54,96000.0,1,0,0,421260f3c6cf49018be314fa93446ff9,0.0,1.0,1.0,0.0
62,73000.0,0,1,0,e7a9b8f3ac29471ea6c0baf4ae2c97aa,9.975,2.0,2.0,0.0
50,75000.0,1,0,0,55540073b2be424a9729852465b1b8df,21.86,1.0,1.0,0.0
43,52000.0,0,1,0,3cabd0099961416b9810043e7eb0f743,14.036666666666667,3.0,3.0,0.0
32,43000.0,1,0,0,bfea1616533f4ca0971407dc5a63b7c7,2.93,2.0,1.0,0.0
66,104000.0,1,0,0,b30df99d6d0a4544a7d8f2beb79f7a68,35.2,1.0,1.0,0.0
38,60000.0,0,1,0,c0c3517fdf1b41ceac16d5432c7a4aa5,18.84,1.0,1.0,0.0
82,68000.0,1,0,0,8edaf0e1d7e44db4a81f2c3acec22665,11.47,1.0,1.0,0.0
45,74000.0,0,1,0,3446d272fcef4bd28e88300d1163840a,17.72,2.0,2.0,0.0
45,94000.0,1,0,0,431c4c38270f43aba599470ac6ec0e7a,6.29,3.0,3.0,0.0
22,44000.0,0,1,0,d69bf082f38d48af93839c66b66375dc,5.22,2.0,2.0,0.0
30,41000.0,1,0,0,03374e3f14564b36a7138154ed8c194a,0.0,2.0,1.0,0.0
53,100000.0,1,0,0,11d7a9296e35432f8a34b21e337529fb,6.376666666666666,3.0,1.0,0.0
51,73000.0,1,0,0,d72d201be5794279aa716d8ad82b8d90,10.45,2.0,2.0,0.0
38,66000.0,1,0,0,f707d8ac81e84b6a82d6ef640ca4a22c,0.0,1.0,1.0,0.0
55,68000.0,0,1,0,d0ca8c271d754b7b9c565443d676d61f,0.0,1.0,1.0,0.0
81,41000.0,0,1,0,25d13cfaeaa94d1e9c72eac919a40e64,1.9633333333333332,3.0,1.0,0.0
51,67000.0,1,0,0,bd7528c4abbe4c4db28fa0b6a20e2c4c,2.5300000000000002,1.0,1.0,0.0
62,48000.0,0,1,0,111b40bd65784e179b2e7ba13c481ca2,7.49,1.0,1.0,0.0
65,99000.0,1,0,0,4324b549f593457696d336c2925ee12f,24.15,1.0,1.0,0.0
50,63000.0,1,0,0,c224c3eb8ca34ea0b5c5f2981cb4085f,0.0,1.0,1.0,0.0
20,60000.0,1,0,0,79aa711ee90c4297b1c6cb6f7d40421a,0.0,1.0,1.0,0.0
55,83000.0,0,1,0,40b18766e22647e3ac27f7ae7c4844d5,11.795,2.0,2.0,0.0
83,99000.0,1,0,0,8bf702aaba5244bfaa580aca1189922b,7.78,3.0,1.0,0.0
55,89000.0,0,1,0,54658f58643948239b5f782535922002,0.0,1.0,1.0,0.0
59,83000.0,1,0,0,309e6ef35e8746ec9031a781304bd5cd,11.695,2.0,1.0,0.0
59,51000.0,1,0,0,20260caf2ea641a882c2127ed2073a4e,5.336666666666667,3.0,2.0,0.0
51,97000.0,1,0,0,5a89bd9fa2374a81bba2373dee6ffbc9,0.0,1.0,1.0,0.0
